Entity,Code,Year,Low-carbon energy per capita (kWh - equivalent)
Hungary,HUN,1990,3810.9648
Hungary,HUN,1991,3816.7664
Hungary,HUN,1992,3880.1194
Hungary,HUN,1993,3838.958
Hungary,HUN,1994,3914.3557
Hungary,HUN,1995,3917.7947
Hungary,HUN,1996,3978.132
Hungary,HUN,1997,3931.696
Hungary,HUN,1998,3920.7192
Hungary,HUN,1999,3982.3335
Hungary,HUN,2000,4015.8384
Hungary,HUN,2001,3988.5493
Hungary,HUN,2002,3920.2449
Hungary,HUN,2003,3130.053
Hungary,HUN,2004,3553.4192
Hungary,HUN,2005,4362.07
Hungary,HUN,2006,4133.169
Hungary,HUN,2007,4586.2837
Hungary,HUN,2008,4910.5615
Hungary,HUN,2009,5226.412
Hungary,HUN,2010,5338.7715
Hungary,HUN,2011,5188.2993
Hungary,HUN,2012,5174.8105
Hungary,HUN,2013,5076.187
Hungary,HUN,2014,5312.1626
Hungary,HUN,2015,5354.7017
Hungary,HUN,2016,5418.9233
Hungary,HUN,2017,5456.021
Hungary,HUN,2018,5461.169
Hungary,HUN,2019,5846.8364
Hungary,HUN,2020,6094.336
Hungary,HUN,2021,6469.6045
Hungary,HUN,2022,6399.7417
Iceland,ISL,1965,9850.891
Iceland,ISL,1966,9434.722
Iceland,ISL,1967,9887.232
Iceland,ISL,1968,10081.028
Iceland,ISL,1969,12533.7295
Iceland,ISL,1970,20599.457
Iceland,ISL,1971,22245.781
Iceland,ISL,1972,24359.781
Iceland,ISL,1973,30690.053
Iceland,ISL,1974,31091.83
Iceland,ISL,1975,30144.88
Iceland,ISL,1976,31787.523
Iceland,ISL,1977,33783.47
Iceland,ISL,1978,34674.625
Iceland,ISL,1979,37480.625
Iceland,ISL,1980,40105.12
Iceland,ISL,1981,41015.996
Iceland,ISL,1982,44981.613
Iceland,ISL,1983,46793.746
Iceland,ISL,1984,48166.227
Iceland,ISL,1985,46844.152
Iceland,ISL,1986,49154.883
Iceland,ISL,1987,49739.76
Iceland,ISL,1988,52055.934
Iceland,ISL,1989,52119.582
Iceland,ISL,1990,51309.305
Iceland,ISL,1991,50544.133
Iceland,ISL,1992,51209.395
Iceland,ISL,1993,52710.91
Iceland,ISL,1994,52837.965
Iceland,ISL,1995,54720.58
Iceland,ISL,1996,55940.254
Iceland,ISL,1997,60578.637
Iceland,ISL,1998,67290.055
Iceland,ISL,1999,75956.64
Iceland,ISL,2000,80049.31
Iceland,ISL,2001,82031.25
Iceland,ISL,2002,84617.15
Iceland,ISL,2003,84362.55
Iceland,ISL,2004,84318.19
Iceland,ISL,2005,82979.54
Iceland,ISL,2006,91846.44
Iceland,ISL,2007,107263.086
Iceland,ISL,2008,144184.89
Iceland,ISL,2009,145837.69
Iceland,ISL,2010,147146.22
Iceland,ISL,2011,147034.19
Iceland,ISL,2012,148088.92
Iceland,ISL,2013,150644.12
Iceland,ISL,2014,148213.73
Iceland,ISL,2015,151652.61
Iceland,ISL,2016,146732.12
Iceland,ISL,2017,147849.66
Iceland,ISL,2018,147379.52
Iceland,ISL,2019,141148.38
Iceland,ISL,2020,135807.44
Iceland,ISL,2021,137492.27
Iceland,ISL,2022,139521.33
India,IND,1965,113.32694
India,IND,1966,115.824585
India,IND,1967,126.87905
India,IND,1968,143.28993
India,IND,1969,159.39592
India,IND,1970,168.0929
India,IND,1971,178.02727
India,IND,1972,168.89142
India,IND,1973,180.46846
India,IND,1974,169.39624
India,IND,1975,197.87746
India,IND,1976,204.32338
India,IND,1977,213.5035
India,IND,1978,258.94904
India,IND,1979,244.89558
India,IND,1980,245.23509
India,IND,1981,254.8925
India,IND,1982,210.58763
India,IND,1983,202.18028
India,IND,1984,223.09761
India,IND,1985,212.75642
India,IND,1986,212.67741
India,IND,1987,195.99951
India,IND,1988,214.3842
India,IND,1989,233.32428
India,IND,1990,246.64253
India,IND,1991,263.8827
India,IND,1992,248.9959
India,IND,1993,246.02878
India,IND,1994,267.64886
India,IND,1995,258.61246
India,IND,1996,237.03314
India,IND,1997,241.70079
India,IND,1998,280.88074
India,IND,1999,277.75327
India,IND,2000,266.58646
India,IND,2001,257.28192
India,IND,2002,251.09685
India,IND,2003,246.71138
India,IND,2004,337.1962
India,IND,2005,317.06564
India,IND,2006,359.84558
India,IND,2007,388.19772
India,IND,2008,369.04468
India,IND,2009,354.4252
India,IND,2010,382.26102
India,IND,2011,464.52365
India,IND,2012,440.44446
India,IND,2013,481.56348
India,IND,2014,507.18207
India,IND,2015,510.96198
India,IND,2016,511.58832
India,IND,2017,553.2095
India,IND,2018,607.65906
India,IND,2019,689.4883
India,IND,2020,703.6626
India,IND,2021,735.72595
India,IND,2022,824.59344
Indonesia,IDN,1965,53.35356
Indonesia,IDN,1966,67.762695
Indonesia,IDN,1967,74.15791
Indonesia,IDN,1968,89.20525
Indonesia,IDN,1969,90.77246
Indonesia,IDN,1970,107.39981
Indonesia,IDN,1971,34.45164
Indonesia,IDN,1972,30.00725
Indonesia,IDN,1973,36.885674
Indonesia,IDN,1974,39.833977
Indonesia,IDN,1975,40.73416
Indonesia,IDN,1976,23.31493
Indonesia,IDN,1977,37.821854
Indonesia,IDN,1978,26.367352
Indonesia,IDN,1979,28.630209
Indonesia,IDN,1980,25.311264
Indonesia,IDN,1981,24.639542
Indonesia,IDN,1982,26.26611
Indonesia,IDN,1983,38.597668
Indonesia,IDN,1984,41.217243
Indonesia,IDN,1985,49.342896
Indonesia,IDN,1986,77.88241
Indonesia,IDN,1987,78.59604
Indonesia,IDN,1988,84.7185
Indonesia,IDN,1989,103.77135
Indonesia,IDN,1990,122.957115
Indonesia,IDN,1991,134.29495
Indonesia,IDN,1992,167.60371
Indonesia,IDN,1993,153.28276
Indonesia,IDN,1994,144.44958
Indonesia,IDN,1995,155.45409
Indonesia,IDN,1996,162.59505
Indonesia,IDN,1997,122.59944
Indonesia,IDN,1998,192.30252
Indonesia,IDN,1999,198.46576
Indonesia,IDN,2000,202.93962
Indonesia,IDN,2001,236.06888
Indonesia,IDN,2002,214.22798
Indonesia,IDN,2003,200.51125
Indonesia,IDN,2004,208.53665
Indonesia,IDN,2005,218.15526
Indonesia,IDN,2006,200.70396
Indonesia,IDN,2007,222.30681
Indonesia,IDN,2008,235.6487
Indonesia,IDN,2009,244.65826
Indonesia,IDN,2010,313.54276
Indonesia,IDN,2011,258.46423
Indonesia,IDN,2012,270.85852
Indonesia,IDN,2013,321.96207
Indonesia,IDN,2014,333.29718
Indonesia,IDN,2015,284.78528
Indonesia,IDN,2016,411.0724
Indonesia,IDN,2017,410.10907
Indonesia,IDN,2018,630.1834
Indonesia,IDN,2019,708.93884
Indonesia,IDN,2020,816.6942
Indonesia,IDN,2021,876.8631
Indonesia,IDN,2022,1005.6426
Iran,IRN,1965,206.08473
Iran,IRN,1966,215.06897
Iran,IRN,1967,225.02487
Iran,IRN,1968,235.34503
Iran,IRN,1969,246.2945
Iran,IRN,1970,257.69037
Iran,IRN,1971,269.1863
Iran,IRN,1972,343.7199
Iran,IRN,1973,283.02673
Iran,IRN,1974,302.78024
Iran,IRN,1975,308.6364
Iran,IRN,1976,335.18826
Iran,IRN,1977,336.1031
Iran,IRN,1978,510.1094
Iran,IRN,1979,427.81784
Iran,IRN,1980,428.47214
Iran,IRN,1981,445.2223
Iran,IRN,1982,444.9306
Iran,IRN,1983,420.28845
Iran,IRN,1984,379.19778
Iran,IRN,1985,369.04367
Iran,IRN,1986,426.199
Iran,IRN,1987,457.2841
Iran,IRN,1988,467.90366
Iran,IRN,1989,371.07925
Iran,IRN,1990,391.18335
Iran,IRN,1991,285.90417
Iran,IRN,1992,458.39993
Iran,IRN,1993,521.22406
Iran,IRN,1994,339.93735
Iran,IRN,1995,404.82108
Iran,IRN,1996,423.1102
Iran,IRN,1997,281.16714
Iran,IRN,1998,348.90384
Iran,IRN,1999,237.47733
Iran,IRN,2000,172.22386
Iran,IRN,2001,183.10599
Iran,IRN,2002,348.65805
Iran,IRN,2003,410.36798
Iran,IRN,2004,499.84552
Iran,IRN,2005,592.3636
Iran,IRN,2006,743.90515
Iran,IRN,2007,707.6928
Iran,IRN,2008,292.58664
Iran,IRN,2009,261.20392
Iran,IRN,2010,384.20227
Iran,IRN,2011,398.3854
Iran,IRN,2012,503.71338
Iran,IRN,2013,658.255
Iran,IRN,2014,632.359
Iran,IRN,2015,552.0862
Iran,IRN,2016,701.2379
Iran,IRN,2017,766.5822
Iran,IRN,2018,539.12585
Iran,IRN,2019,1256.4729
Iran,IRN,2020,933.19104
Iran,IRN,2021,596.7471
Iran,IRN,2022,463.98526
Iraq,IRQ,1965,25.281275
Iraq,IRQ,1966,32.08258
Iraq,IRQ,1967,35.444904
Iraq,IRQ,1968,41.39033
Iraq,IRQ,1969,44.126945
Iraq,IRQ,1970,51.94559
Iraq,IRQ,1971,58.23746
Iraq,IRQ,1972,56.28437
Iraq,IRQ,1973,78.873795
Iraq,IRQ,1974,105.20151
Iraq,IRQ,1975,117.33648
Iraq,IRQ,1976,113.110985
Iraq,IRQ,1977,134.97015
Iraq,IRQ,1978,163.30693
Iraq,IRQ,1979,230.59177
Iraq,IRQ,1980,149.4373
Iraq,IRQ,1981,128.22415
Iraq,IRQ,1982,122.631454
Iraq,IRQ,1983,119.043526
Iraq,IRQ,1984,117.3024
Iraq,IRQ,1985,114.496605
Iraq,IRQ,1986,109.86924
Iraq,IRQ,1987,463.1982
Iraq,IRQ,1988,452.58212
Iraq,IRQ,1989,440.76984
Iraq,IRQ,1990,778.7111
Iraq,IRQ,1991,355.43817
Iraq,IRQ,1992,839.388
Iraq,IRQ,1993,944.25494
Iraq,IRQ,1994,912.4109
Iraq,IRQ,1995,1004.96643
Iraq,IRQ,1996,886.7652
Iraq,IRQ,1997,875.0232
Iraq,IRQ,1998,794.939
Iraq,IRQ,1999,441.803
Iraq,IRQ,2000,383.7873
Iraq,IRQ,2001,427.62973
Iraq,IRQ,2002,506.9445
Iraq,IRQ,2003,509.54187
Iraq,IRQ,2004,594.756
Iraq,IRQ,2005,488.28113
Iraq,IRQ,2006,491.2794
Iraq,IRQ,2007,450.50223
Iraq,IRQ,2008,281.98654
Iraq,IRQ,2009,260.95117
Iraq,IRQ,2010,320.93256
Iraq,IRQ,2011,289.6427
Iraq,IRQ,2012,356.00873
Iraq,IRQ,2013,357.5601
Iraq,IRQ,2014,213.24683
Iraq,IRQ,2015,185.68336
Iraq,IRQ,2016,237.17871
Iraq,IRQ,2017,150.01314
Iraq,IRQ,2018,143.02238
Iraq,IRQ,2019,338.65244
Iraq,IRQ,2020,280.14767
Iraq,IRQ,2021,223.75128
Iraq,IRQ,2022,217.68582
Ireland,IRL,1965,976.5701
Ireland,IRL,1966,875.63556
Ireland,IRL,1967,823.13763
Ireland,IRL,1968,782.7576
Ireland,IRL,1969,589.4328
Ireland,IRL,1970,807.7536
Ireland,IRL,1971,463.25537
Ireland,IRL,1972,673.19196
Ireland,IRL,1973,617.70984
Ireland,IRL,1974,751.9066
Ireland,IRL,1975,490.05035
Ireland,IRL,1976,547.1035
Ireland,IRL,1977,676.2443
Ireland,IRL,1978,624.21423
Ireland,IRL,1979,728.4445
Ireland,IRL,1980,730.10254
Ireland,IRL,1981,743.0562
Ireland,IRL,1982,687.5525
Ireland,IRL,1983,663.455
Ireland,IRL,1984,581.2185
Ireland,IRL,1985,706.28046
Ireland,IRL,1986,772.7663
Ireland,IRL,1987,577.4528
Ireland,IRL,1988,737.33856
Ireland,IRL,1989,592.36285
Ireland,IRL,1990,591.335
Ireland,IRL,1991,629.3969
Ireland,IRL,1992,688.8869
Ireland,IRL,1993,650.4948
Ireland,IRL,1994,780.08264
Ireland,IRL,1995,602.22437
Ireland,IRL,1996,627.31604
Ireland,IRL,1997,662.42456
Ireland,IRL,1998,945.94226
Ireland,IRL,1999,899.2705
Ireland,IRL,2000,935.68726
Ireland,IRL,2001,794.4643
Ireland,IRL,2002,1040.8417
Ireland,IRL,2003,840.10944
Ireland,IRL,2004,1004.79016
Ireland,IRL,2005,1314.3755
Ireland,IRL,2006,1677.2631
Ireland,IRL,2007,1880.2827
Ireland,IRL,2008,2421.0295
Ireland,IRL,2009,2769.064
Ireland,IRL,2010,2548.9878
Ireland,IRL,2011,3559.37
Ireland,IRL,2012,3415.1387
Ireland,IRL,2013,3645.24
Ireland,IRL,2014,4086.3743
Ireland,IRL,2015,4890.8706
Ireland,IRL,2016,4616.0977
Ireland,IRL,2017,5425.8823
Ireland,IRL,2018,6049.939
Ireland,IRL,2019,6895.195
Ireland,IRL,2020,7665.064
Ireland,IRL,2021,6623.028
Ireland,IRL,2022,7601.9966
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,1.5494769
Israel,ISR,1982,1.5191917
Israel,ISR,1983,0.74313307
Israel,ISR,1984,1.4505692
Israel,ISR,1985,1.4139162
Israel,ISR,1986,4.1304393
Israel,ISR,1987,6.702122
Israel,ISR,1988,6.519819
Israel,ISR,1989,1.9008759
Israel,ISR,1990,1.8468666
Israel,ISR,1991,3.5894365
Israel,ISR,1992,16.882502
Israel,ISR,1993,14.748051
Israel,ISR,1994,12.721117
Israel,ISR,1995,13.49302
Israel,ISR,1996,12.644612
Israel,ISR,1997,12.871516
Israel,ISR,1998,12.594713
Israel,ISR,1999,16.279457
Israel,ISR,2000,14.98567
Israel,ISR,2001,9.418997
Israel,ISR,2002,33.133995
Israel,ISR,2003,37.768528
Israel,ISR,2004,35.70604
Israel,ISR,2005,43.711327
Israel,ISR,2006,25.012993
Israel,ISR,2007,22.565546
Israel,ISR,2008,26.166534
Israel,ISR,2009,54.433754
Israel,ISR,2010,83.25127
Israel,ISR,2011,133.4313
Israel,ISR,2012,195.992
Israel,ISR,2013,212.95096
Israel,ISR,2014,349.52112
Israel,ISR,2015,464.92905
Israel,ISR,2016,634.61176
Israel,ISR,2017,634.77594
Israel,ISR,2018,688.6147
Israel,ISR,2019,1076.3241
Israel,ISR,2020,1384.3883
Israel,ISR,2021,1693.7766
Israel,ISR,2022,2175.225
Italy,ITA,1965,2792.0042
Italy,ITA,1966,2891.223
Italy,ITA,1967,2759.5657
Italy,ITA,1968,2736.2817
Italy,ITA,1969,2597.654
Italy,ITA,1970,2642.7964
Italy,ITA,1971,2565.3525
Italy,ITA,1972,2663.028
Italy,ITA,1973,2413.8647
Italy,ITA,1974,2449.2756
Italy,ITA,1975,2612.3474
Italy,ITA,1976,2490.0156
Italy,ITA,1977,3087.9304
Italy,ITA,1978,2834.1138
Italy,ITA,1979,2758.0408
Italy,ITA,1980,2693.8762
Italy,ITA,1981,2565.9583
Italy,ITA,1982,2689.2798
Italy,ITA,1983,2629.1614
Italy,ITA,1984,2737.489
Italy,ITA,1985,2640.3743
Italy,ITA,1986,2737.4902
Italy,ITA,1987,2235.0403
Italy,ITA,1988,2291.1963
Italy,ITA,1989,1943.7927
Italy,ITA,1990,1811.8582
Italy,ITA,1991,2364.731
Italy,ITA,1992,2374.3494
Italy,ITA,1993,2344.1868
Italy,ITA,1994,2501.0742
Italy,ITA,1995,2148.726
Italy,ITA,1996,2395.758
Italy,ITA,1997,2394.2917
Italy,ITA,1998,2408.1235
Italy,ITA,1999,2660.0537
Italy,ITA,2000,2636.9468
Italy,ITA,2001,2800.0916
Italy,ITA,2002,2472.832
Italy,ITA,2003,2373.115
Italy,ITA,2004,2742.256
Italy,ITA,2005,2432.205
Italy,ITA,2006,2522.5317
Italy,ITA,2007,2350.8257
Italy,ITA,2008,2922.4087
Italy,ITA,2009,3504.1128
Italy,ITA,2010,3891.7666
Italy,ITA,2011,4141.5615
Italy,ITA,2012,4574.9106
Italy,ITA,2013,5426.9326
Italy,ITA,2014,5766.9365
Italy,ITA,2015,5275.722
Italy,ITA,2016,5222.191
Italy,ITA,2017,5028.5605
Italy,ITA,2018,5487.9443
Italy,ITA,2019,5442.3965
Italy,ITA,2020,5562.403
Italy,ITA,2021,5398.637
Italy,ITA,2022,4798.736
Japan,JPN,1965,2262.1084
Japan,JPN,1966,2351.9604
Japan,JPN,1967,2014.0914
Japan,JPN,1968,2141.1667
Japan,JPN,1969,2169.7869
Japan,JPN,1970,2244.8435
Japan,JPN,1971,2550.587
Japan,JPN,1972,2580.334
Japan,JPN,1973,2058.0542
Japan,JPN,1974,2711.545
Japan,JPN,1975,2837.7595
Japan,JPN,1976,3035.5793
Japan,JPN,1977,2676.0977
Japan,JPN,1978,3262.0652
Japan,JPN,1979,3782.0916
Japan,JPN,1980,4238.3174
Japan,JPN,1981,4320.031
Japan,JPN,1982,4727.3633
Japan,JPN,1983,5077.0254
Japan,JPN,1984,5237.3164
Japan,JPN,1985,6092.1235
Japan,JPN,1986,6176.8247
Japan,JPN,1987,6567.821
Japan,JPN,1988,6604.123
Japan,JPN,1989,6915.3203
Japan,JPN,1990,6828.8706
Japan,JPN,1991,7317.596
Japan,JPN,1992,7149.8457
Japan,JPN,1993,8118.064
Japan,JPN,1994,7715.9297
Japan,JPN,1995,8703.302
Japan,JPN,1996,8884.943
Japan,JPN,1997,9667.037
Japan,JPN,1998,9810.745
Japan,JPN,1999,9482.8125
Japan,JPN,2000,9517.571
Japan,JPN,2001,9406.594
Japan,JPN,2002,9201.875
Japan,JPN,2003,7602.152
Japan,JPN,2004,8761.872
Japan,JPN,2005,8648.049
Japan,JPN,2006,9090.064
Japan,JPN,2007,8214.646
Japan,JPN,2008,7591.7266
Japan,JPN,2009,7917.591
Japan,JPN,2010,8717.799
Japan,JPN,2011,5894.529
Japan,JPN,2012,2842.7642
Japan,JPN,2013,2966.473
Japan,JPN,2014,2949.8066
Japan,JPN,2015,3481.38
Japan,JPN,2016,3680.0535
Japan,JPN,2017,4237.678
Japan,JPN,2018,4916.655
Japan,JPN,2019,5271.8496
Japan,JPN,2020,5149.3467
Japan,JPN,2021,5965.473
Japan,JPN,2022,6048.8433
Kazakhstan,KAZ,1985,999.6104
Kazakhstan,KAZ,1986,899.39844
Kazakhstan,KAZ,1987,1054.5575
Kazakhstan,KAZ,1988,1258.2485
Kazakhstan,KAZ,1989,1308.0408
Kazakhstan,KAZ,1990,1291.3815
Kazakhstan,KAZ,1991,1342.8557
Kazakhstan,KAZ,1992,1268.4894
Kazakhstan,KAZ,1993,1403.171
Kazakhstan,KAZ,1994,1685.1016
Kazakhstan,KAZ,1995,1512.7122
Kazakhstan,KAZ,1996,1358.285
Kazakhstan,KAZ,1997,1268.625
Kazakhstan,KAZ,1998,1189.6968
Kazakhstan,KAZ,1999,1188.513
Kazakhstan,KAZ,2000,1461.5948
Kazakhstan,KAZ,2001,1553.578
Kazakhstan,KAZ,2002,1691.5814
Kazakhstan,KAZ,2003,1622.4109
Kazakhstan,KAZ,2004,1495.7239
Kazakhstan,KAZ,2005,1436.799
Kazakhstan,KAZ,2006,1396.9316
Kazakhstan,KAZ,2007,1443.5486
Kazakhstan,KAZ,2008,1294.2626
Kazakhstan,KAZ,2009,1171.2554
Kazakhstan,KAZ,2010,1339.065
Kazakhstan,KAZ,2011,1289.527
Kazakhstan,KAZ,2012,1224.8386
Kazakhstan,KAZ,2013,1215.5209
Kazakhstan,KAZ,2014,1274.6552
Kazakhstan,KAZ,2015,1426.4626
Kazakhstan,KAZ,2016,1774.9178
Kazakhstan,KAZ,2017,1692.1359
Kazakhstan,KAZ,2018,1556.4642
Kazakhstan,KAZ,2019,1559.864
Kazakhstan,KAZ,2020,1651.3495
Kazakhstan,KAZ,2021,1715.7832
Kazakhstan,KAZ,2022,1805.6603
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Latvia,LVA,1985,3317.3572
Latvia,LVA,1986,3324.7288
Latvia,LVA,1987,4078.564
Latvia,LVA,1988,3298.0244
Latvia,LVA,1989,3959.1714
Latvia,LVA,1990,4943.345
Latvia,LVA,1991,3614.874
Latvia,LVA,1992,2799.4336
Latvia,LVA,1993,3222.6824
Latvia,LVA,1994,3749.4663
Latvia,LVA,1995,3379.0547
Latvia,LVA,1996,2171.4016
Latvia,LVA,1997,3496.726
Latvia,LVA,1998,5185.4395
Latvia,LVA,1999,3362.3794
Latvia,LVA,2000,3490.245
Latvia,LVA,2001,3535.4985
Latvia,LVA,2002,3119.3333
Latvia,LVA,2003,2958.3645
Latvia,LVA,2004,4074.1118
Latvia,LVA,2005,4398.7793
Latvia,LVA,2006,3621.0515
Latvia,LVA,2007,3691.251
Latvia,LVA,2008,4214.8496
Latvia,LVA,2009,4699.3184
Latvia,LVA,2010,4962.717
Latvia,LVA,2011,4250.5703
Latvia,LVA,2012,5653.565
Latvia,LVA,2013,4978.0864
Latvia,LVA,2014,4023.632
Latvia,LVA,2015,4099.644
Latvia,LVA,2016,5013.796
Latvia,LVA,2017,7752.4414
Latvia,LVA,2018,5276.167
Latvia,LVA,2019,4876.5537
Latvia,LVA,2020,5605.3623
Latvia,LVA,2021,5755.9478
Latvia,LVA,2022,5768.018
Lithuania,LTU,1985,7640.2744
Lithuania,LTU,1986,7879.5605
Lithuania,LTU,1987,7269.5254
Lithuania,LTU,1988,9982.768
Lithuania,LTU,1989,12824.212
Lithuania,LTU,1990,13089.682
Lithuania,LTU,1991,12979.603
Lithuania,LTU,1992,11184.928
Lithuania,LTU,1993,9489.171
Lithuania,LTU,1994,6153.743
Lithuania,LTU,1995,9246.217
Lithuania,LTU,1996,10887.791
Lithuania,LTU,1997,9469.977
Lithuania,LTU,1998,10828.696
Lithuania,LTU,1999,8037.472
Lithuania,LTU,2000,6915.234
Lithuania,LTU,2001,9267.355
Lithuania,LTU,2002,11563.247
Lithuania,LTU,2003,12697.509
Lithuania,LTU,2004,12564.712
Lithuania,LTU,2005,8821.944
Lithuania,LTU,2006,7551.834
Lithuania,LTU,2007,8849.448
Lithuania,LTU,2008,9027.986
Lithuania,LTU,2009,9945.932
Lithuania,LTU,2010,991.8013
Lithuania,LTU,2011,1179.5068
Lithuania,LTU,2012,1320.07
Lithuania,LTU,2013,1653.3197
Lithuania,LTU,2014,1680.3182
Lithuania,LTU,2015,1866.2598
Lithuania,LTU,2016,2213.1833
Lithuania,LTU,2017,2661.4036
Lithuania,LTU,2018,2509.0398
Lithuania,LTU,2019,2788.6968
Lithuania,LTU,2020,2940.9255
Lithuania,LTU,2021,3132.0415
Lithuania,LTU,2022,2891.2927
Lower-middle-income countries,,1965,80.6438
Lower-middle-income countries,,1966,82.596306
Lower-middle-income countries,,1967,89.557396
Lower-middle-income countries,,1968,102.82992
Lower-middle-income countries,,1969,113.34962
Lower-middle-income countries,,1970,120.77413
Lower-middle-income countries,,1971,121.149506
Lower-middle-income countries,,1972,119.46796
Lower-middle-income countries,,1973,123.89291
Lower-middle-income countries,,1974,120.847244
Lower-middle-income countries,,1975,135.88527
Lower-middle-income countries,,1976,141.41289
Lower-middle-income countries,,1977,148.80728
Lower-middle-income countries,,1978,177.42477
Lower-middle-income countries,,1979,171.03813
Lower-middle-income countries,,1980,175.14406
Lower-middle-income countries,,1981,183.16318
Lower-middle-income countries,,1982,164.57553
Lower-middle-income countries,,1983,162.28743
Lower-middle-income countries,,1984,175.1671
Lower-middle-income countries,,1985,282.19925
Lower-middle-income countries,,1986,263.03302
Lower-middle-income countries,,1987,269.92944
Lower-middle-income countries,,1988,314.8463
Lower-middle-income countries,,1989,310.91565
Lower-middle-income countries,,1990,333.34158
Lower-middle-income countries,,1991,335.26855
Lower-middle-income countries,,1992,327.2246
Lower-middle-income countries,,1993,335.26932
Lower-middle-income countries,,1994,332.69348
Lower-middle-income countries,,1995,329.3874
Lower-middle-income countries,,1996,334.02676
Lower-middle-income countries,,1997,317.06293
Lower-middle-income countries,,1998,348.36197
Lower-middle-income countries,,1999,341.0354
Lower-middle-income countries,,2000,332.73386
Lower-middle-income countries,,2001,331.78168
Lower-middle-income countries,,2002,326.99954
Lower-middle-income countries,,2003,331.86072
Lower-middle-income countries,,2004,379.08798
Lower-middle-income countries,,2005,373.42487
Lower-middle-income countries,,2006,396.6152
Lower-middle-income countries,,2007,408.6681
Lower-middle-income countries,,2008,384.91473
Lower-middle-income countries,,2009,375.52338
Lower-middle-income countries,,2010,400.414
Lower-middle-income countries,,2011,436.91632
Lower-middle-income countries,,2012,417.7638
Lower-middle-income countries,,2013,464.4058
Lower-middle-income countries,,2014,473.0766
Lower-middle-income countries,,2015,460.7587
Lower-middle-income countries,,2016,476.708
Lower-middle-income countries,,2017,517.4071
Lower-middle-income countries,,2018,549.2434
Lower-middle-income countries,,2019,599.3078
Lower-middle-income countries,,2020,613.2743
Lower-middle-income countries,,2021,650.83124
Lower-middle-income countries,,2022,694.19745
Luxembourg,LUX,1965,774.7873
Luxembourg,LUX,1966,690.2082
Luxembourg,LUX,1967,773.3071
Luxembourg,LUX,1968,786.3383
Luxembourg,LUX,1969,681.7773
Luxembourg,LUX,1970,751.2329
Luxembourg,LUX,1971,421.35257
Luxembourg,LUX,1972,490.96448
Luxembourg,LUX,1973,429.603
Luxembourg,LUX,1974,630.60834
Luxembourg,LUX,1975,541.31696
Luxembourg,LUX,1976,338.9365
Luxembourg,LUX,1977,764.7596
Luxembourg,LUX,1978,745.22064
Luxembourg,LUX,1979,806.004
Luxembourg,LUX,1980,832.72546
Luxembourg,LUX,1981,905.6639
Luxembourg,LUX,1982,820.6196
Luxembourg,LUX,1983,801.7397
Luxembourg,LUX,1984,860.2851
Luxembourg,LUX,1985,718.4705
Luxembourg,LUX,1986,838.8251
Luxembourg,LUX,1987,988.20874
Luxembourg,LUX,1988,924.8579
Luxembourg,LUX,1989,710.5012
Luxembourg,LUX,1990,647.5845
Luxembourg,LUX,1991,758.2753
Luxembourg,LUX,1992,624.6396
Luxembourg,LUX,1993,617.7939
Luxembourg,LUX,1994,752.2452
Luxembourg,LUX,1995,790.9953
Luxembourg,LUX,1996,548.7207
Luxembourg,LUX,1997,736.85535
Luxembourg,LUX,1998,1008.23047
Luxembourg,LUX,1999,849.51996
Luxembourg,LUX,2000,1170.3293
Luxembourg,LUX,2001,1131.3737
Luxembourg,LUX,2002,1006.8135
Luxembourg,LUX,2003,928.9723
Luxembourg,LUX,2004,1257.7805
Luxembourg,LUX,2005,1320.3257
Luxembourg,LUX,2006,1520.0189
Luxembourg,LUX,2007,2672.1292
Luxembourg,LUX,2008,2714.0024
Luxembourg,LUX,2009,2514.5273
Luxembourg,LUX,2010,2471.0574
Luxembourg,LUX,2011,2406.5632
Luxembourg,LUX,2012,2698.7964
Luxembourg,LUX,2013,3081.4807
Luxembourg,LUX,2014,3470.8354
Luxembourg,LUX,2015,3801.8433
Luxembourg,LUX,2016,3955.322
